Name,Width,Height,Depth,Artist Name,Country,Price,Category
op211017.,150,180,1,Gyula Sági,Germany,"$7,050",Drawings
The Gust Of Wind 4,29,41,0.1,Frederic Belaubre,France,$160,Drawings
I dreamed of a hummingbird,14,21,0.1,Konrad Biro,Hungary,$220,Drawings
"The Great, Divides",152.4,152.4,0.3,Art Venti,United States,"$8,700",Drawings
Portal - Studies 023,29.7,42,0.1,Naomi Vona,United Kingdom,$470,Drawings
Faces of War 6,15,21,0.1,Frederic Belaubre,France,$150,Drawings
Aillevillers-et-Lyaumont.,29.2,41.9,0.3,Jim Harris,Japan,$270,Drawings
Prancing Crane,37,56,0.1,Soo Beng Lim,Australia,"$1,200",Drawings
Passages 13,21,29,0.1,Frederic Belaubre,France,$160,Drawings
"Heart 07 bis ""Organ & limbs""",26,35,0.1,Karenina Fabrizzi,Spain,$250,Drawings
Caipirinha,27.9,35.6,0.3,Gilles LeBlu,Belgium,$429,Drawings
On the search 8,15,21,0.1,Frederic Belaubre,France,$150,Drawings
Upside Down 7,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Printed dream,49.5,70.1,0.3,Andromachi Giannopoulou,Greece,$760,Drawings
scorecard (game unknown),22.3,30,1,Maansi Jain,Germany,"$1,040",Drawings
The Holiday 4,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Marcellus Reclining,45.7,61,0.3,Maxim Bondarenko,United States,$435,Drawings
Charcoal nude,60,80,2.5,Marta Grige,Latvia,$645,Drawings
Spirit Mountain,50.8,76.2,0.3,Toby Carr,Portugal,"$1,115",Drawings
tangle.,91.4,132.1,0.3,Gregory Malphurs,United States,"$3,210",Drawings
Sgraffito 1145,70,100,0.1,Michael Lentz,Germany,$520,Drawings
2 red,58.4,81.3,0.3,Jane du Brin,United States,"$1,600",Drawings
Skies - large - 12,70,100,0.1,LN Le Cheviller,France,$715,Drawings
Paralda (Tacere),130,180,1,Valentina Ferrarese,Germany,"$11,500",Drawings
Intervencion 05,60,80,0.1,Lucio Cathexis,Germany,"$1,140",Drawings
Across the Sands 146-03,65,84,0.1,FRITSCH LOUISE,France,"$2,510",Drawings
Red and Panther,50,35,0.3,Alin Vonica,United States,$185,Drawings
Portrait of a young woman (15:24),21,30,1,Walter Roos,Germany,$400,Drawings
Darkening the brilliant whiteness.,30,50,0.2,Martin Brown,Spain,$760,Drawings
PI 023,39,29,4,Hanna Ten Doornkaat,United Kingdom,"$2,490",Drawings
Metamorphosis III,29.7,42,0.2,Genevieve Leavold,United Kingdom,$470,Drawings
Untitled #26,80,80,0.5,Ary van Baalen,Netherlands,$716,Drawings
funny bird,17.5,25,0.2,Pascal Marlin,France,$230,Drawings
Home of the Alchemist of Savoia,65,60,1,Horacio Gerpe,Brazil,"$2,210",Drawings
Hommage à Schiele XXXVII,43,54,0.1,Ute Rathmann,Germany,$760,Drawings
Reach For The Sun,60,60,2.5,Zulfiya Mukhamadeyeva,Kazakhstan,$780,Drawings
Sgraffito 1477 ATLANTIS,70,100,0.1,Michael Lentz,Germany,$710,Drawings
Sgraffito 1444 from the series MYFLAG (my flag is may flower),100,70,0.1,Michael Lentz,Germany,$560,Drawings
Chasing Pirates,150,120,40,Daniel Hooper,United Kingdom,"$20,750",Drawings
Body,200,125,1,Veronika Cherednychenko,Ukraine,"$1,660",Drawings
168 Exhales in Gold on Black,55.9,71.1,0.3,Mark Rebennack,United States,$900,Drawings
Sevilla II (study),63,91,0.1,Zil Hoque,United Kingdom,$440,Drawings
Collusion I (study),82,62,0.1,Zil Hoque,United Kingdom,$440,Drawings
Gallo 4,27.9,35.6,0.3,Carlos Martín,Spain,$530,Drawings
Rolling up Horse 7,100,100,2,Benedicte Gele,France,"$2,310",Drawings
velvet Orchid,30,42,1,Denny Stoekenbroek,Netherlands,$320,Drawings
Three is Not a Crowd,21.6,27.9,0.3,Tiphanie Spencer,United States,$665,Drawings
look back,48.5,73,0.3,H TOMEH,Netherlands,$350,Drawings
Head,29.7,42,0.1,Jacqmin Sebastien,France,$250,Drawings
Sketch Gravity n7,38,46,0.1,Juca Máximo,Brazil,"$1,160",Drawings
Surrealist Square - The Two Singers,20,20,0.1,Frederic Belaubre,France,$150,Drawings
Family,61,48.3,0.3,Robert Schmid,United States,$665,Drawings
The weird animals,24,32,0.1,Frederic Belaubre,France,$170,Drawings
Filling The Bath,22.9,30.5,0.3,B Russell Melzer,United States,$295,Drawings
Self Care,45.7,61,2.5,Sean Winn,United Kingdom,$730,Drawings
Series Trait pour Trait,42,60,0.3,Laurette Succar,France,"$4,000",Drawings
"Sgraffito 1300 ""CRAPSTRACTION""",70,100,0.1,Michael Lentz,Germany,$520,Drawings
Ragazza con i capelli lunghi,35,29.9,0.1,Liana Zanfrisco,Italy,$269,Drawings
IMAGII3,24,34,0.1,Jorge Llangil,Spain,$170,Drawings
Into the Wild,152,135,0.2,Dominic-Petru Virtosu,France,"$2,710",Drawings
Portrait 260.2019,21,29,0.2,Dario Moschetta,Italy,$219,Drawings
‘The Songbird in a Tree’,61,45.7,2.5,DaShon Aubrey,United States,$515,Drawings
Words of the mind,40.6,50.8,4.3,Samuelle Bédard,Canada,$220,Drawings
Abstract composition M424,70,100,0.3,jesús perea,Spain,"$1,460",Drawings
Anna,109.2,83.8,0.3,Marcel Ceuppens,United States,"$10,600",Drawings
Stones,21,28,0.1,Igor Nevskiy,Montenegro,"$2,110",Drawings
Resting by the river,50,70,0.1,George Hunter,United Kingdom,$220,Drawings
Transparent heart,23,25,0.1,David Molina-Molina,Venezuela,$230,Drawings
"Sheer, Figurative, Charcoal, Art, Life Drawing, Female, Nude.",63.5,83.8,5.1,R Tidwell,,"$1,175",Drawings
Verres,21,18,0.1,Marie-Pierre Garnier,France,$230,Drawings
Monkey in The Middle,109.2,185.4,2.5,Donalee Peden Wesley,United States,"$5,350",Drawings
Dance Macabre 2/30,58,77,0.8,Chris terryn,Belgium,"$1,400",Drawings
Abstract Drawing on paper | Gouache | 12066,30.5,42,0.1,Tomasz Cichowski,Poland,$570,Drawings
process ,30.5,43.2,1.3,SANTHOSH C H,India,$530,Drawings
Drawing 394,55.9,76.2,0.3,Sumit Mehndiratta,India,$580,Drawings
Elegant Feathers,27.5,37,0.1,Soo Beng Lim,Australia,$570,Drawings
Horned Puffin,37.5,56,0.1,Soo Beng Lim,Australia,$980,Drawings
Composition No. 306,132.1,73.7,0.3,Sumit Mehndiratta,India,$940,Drawings
One way home,100,47,0.1,Angela Edwards,United Kingdom,"$1,800",Drawings
Talking to the Moon,40.6,50.8,0.3,Gilles LeBlu,Belgium,$725,Drawings
18.40+1.VIII.II.MMXXI,40,30,0.1,Marijah Bac Cam,France,$600,Drawings
"Heavy Transport - Richese Labyrinthus, Titan.",34.9,24.8,0.3,Jim Harris,Japan,$270,Drawings
"Midnight in Lafayette Street, JTN#69",121.9,58.4,3.8,Cheolyu Kim,South Korea,"$7,050",Drawings
Freedom-loving. Свободолюбивая.,51,66,0.1,Victoria Golovina,Netherlands,$760,Drawings
P1,45.7,61,0.3,Kisoo Chai,United States,$495,Drawings
Blue Leaves,55.9,55.9,0.3,Debora Stewart,United States,"$1,600",Drawings
A day to think about,27.6,18.9,0.1,Zoe Lunar,Mexico,$370,Drawings
lcss-290,12,12,0.1,David Ronce,Brazil,$370,Drawings
To Pieces II,41.9,58.4,0.3,Jordan Eastwood,United Kingdom,$380,Drawings
"51°80'96.14"" x 6°80'64"" (BRASSICA OLEVACEA!)",69,52,0.1,sabine bachem,Germany,"$1,660",Drawings
Self portrait as a figure study,30,42,0.1,Guido Mauas,Argentina,$480,Drawings
Zwachtels 9380,21,30,0.2,Marcel Speet,France,$455,Drawings
East West Market in Berlin,71,54,0.1,Christian Kabuß,Germany,"$1,140",Drawings
BABY    35 x 50 cm Soft Pastel on Velvet Paper,43.2,53.3,2.5,Semiha Peyman,Turkey,$995,Drawings
Baby Goat,30,41,0.1,Liman Gjakova,Netherlands,$670,Drawings
"New Day, Series 15#28",27.9,35.6,0.3,Heather Goodwind,United States,$545,Drawings
lying down woman,152.4,61,0.3,louise camrass,United Kingdom,"$1,140",Drawings
Flag (Remembering) ,152.4,152.4,0.3,Linda Bond,United States,"$8,000",Drawings
Point of No Return _ 6,152.4,279.4,0.3,Asma Sultana,Canada,"$3,450",Drawings
Scream,70,50,0.3,Goce Trajkovski,Slovenia,"$8,410",Drawings
House in the Snow at Dusk study,35,26,3,Thomas Lamb,United Kingdom,"$2,480",Drawings
Blue Cells,27.9,38.1,0.3,Maria Teresa Rizzi,,$880,Drawings
Peaceful Ukraine,25.4,25.4,0.3,Igal Kogan,United States,$260,Drawings
A Brief Encounter 1,21,29,0.1,Frederic Belaubre,France,$150,Drawings
op141021.,70,100,1,Gyula Sági,Germany,"$2,210",Drawings
In Suspension 4,21,29,0.1,Frederic Belaubre,France,$160,Drawings
In Suspension 9,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Waiting Time 2,15,21,0.1,Frederic Belaubre,France,$150,Drawings
Portrait No.89,29.7,42,0.1,Beate Tubach,Switzerland,$490,Drawings
Renat smoking,29.2,41.9,0.3,Fiona Maclean,Australia,$450,Drawings
Franca und friend,70,50,0.1,Satenik Ghulijanyan,Germany,$270,Drawings
Can You See Hope,22.9,30.5,0.3,Cindy Press,United States,$445,Drawings
Homework Series - 007,25,38,0.1,Naomi Vona,United Kingdom,$200,Drawings
Muriel,35.6,43.2,0.3,Jonathan Stone,United States,$289,Drawings
"op230520. acrylic on paper, 75x105cm",105,75,1,Gyula Sági,Germany,"$2,110",Drawings
Hommage à Schiele XXIV,36.2,32.7,0.1,Ute Rathmann,Germany,$720,Drawings
image-face(model),29.7,41.9,0.3,GyoBeom An,South Korea,$320,Drawings
Equine Nude 5p,50,50,2,Benedicte Gele,France,$900,Drawings
ZEN / MOUNTAINS/ 120 CM X 42 CM SERIES OF ABSTRACT,120,42,0.2,Anna Sidi-Yacoub,Ireland,$640,Drawings
Serial Light Bulb,41.5,29.7,0.1,Eustaquio Carrasco,Spain,"$1,260",Drawings
EL 01,20,20,2,Hanna Ten Doornkaat,United Kingdom,"$1,630",Drawings
Knowing,39,49,0.3,Lee Boyd,United Kingdom,"$1,680",Drawings
dali with dots,27,36,0.2,LOUI JOVER,Australia,$450,Drawings
Knife,21,29.7,0.1,Igor Pose,Belgium,"$1,500",Drawings
The Memory of a Bird 2,21,29,0.5,Frederic Belaubre,France,$160,Drawings
Kate Moss,29.7,42,0.1,Dean Spinks,Australia,$780,Drawings
I LOVE LADUREE MACARONS,25.4,20.3,0.3,Dulcie Dee,United States,$500,Drawings
"Heart 07 ""Organ & limbs""",26,35,0.1,Karenina Fabrizzi,Spain,$250,Drawings
What's that?,21,29,0.1,Frederic Belaubre,France,$150,Drawings
Ginger Cat,56,37,0.1,Soo Beng Lim,Australia,$818,Drawings
Green Mood 11,24,32,0.1,Frederic Belaubre,France,$165,Drawings
Balancing On A Wave Of Pink Asphalt /no.2,80,120,2,Rufus Krieger,Germany,"$2,999",Drawings
Colour Tree,29,42,0.1,louise camrass,United Kingdom,$710,Drawings
‘Brought Us Together’,50,70,0.1,James Wilson,United Kingdom,"$1,000",Drawings
Journey to nowhere #28,55.9,124.7,0.3,Cheolyu Kim,South Korea,"$5,450",Drawings
Reclining Whippet # 2,55.9,76.2,2.5,Donalee Peden Wesley,United States,"$1,000",Drawings
Nude #P726,50,35,1,Gianfranco Fusari,Italy,$380,Drawings
Untitled,35.6,45.7,0.5,Jon Cooper,Canada,$260,Drawings
PI 057,120,120,2,Hanna Ten Doornkaat,United Kingdom,"$8,100",Drawings
"DS, 2014",38.1,45.7,5.1,Ronald Rupert Santos,United States,"$1,300",Drawings
"""Untitled landscape"" (no.02 in the series 'Places and Spaces')",21.1,30.1,0.2,Dominique Vangilbergen,Germany,$860,Drawings
Latérale fondue #2,40,30,0.1,Matthieu SCHMIDLIN,France,$350,Drawings
Sgraffito No. 231 from the series PLANETAS Y PEZONES,70,100,0.1,Michael Lentz,Germany,$520,Drawings
THANK GOD I HAVE LOST FAITH,87,56,0.1,Vicente Aguado,United Kingdom,$760,Drawings
Sunlight 3,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Tiger - ink/gouache on illustrated botanical plate/paper,27.9,38.1,0.3,Zlatka Paneva,United States,$978,Drawings
Goddesses No.6,29.7,37.5,0.1,Beate Tubach,Switzerland,$470,Drawings
Oil pastel ladies #5,29.7,42,0.1,Anastasia Rydlevskaya,Poland,$150,Drawings
Portal - Studies 012,21,29.7,0.1,Naomi Vona,United Kingdom,$260,Drawings
Coke Drawing #2,29.7,41.9,0.3,Marie-Noëlle Erasmus,United Kingdom,$499,Drawings
Gaden Geto,35.6,43.2,0.3,Marion Webber,Canada,$690,Drawings
Project HI HI,70,100,0.1,Mister Artsy Graffiti Street Art Amsterdam,Netherlands,$380,Drawings
Serenity 21-1,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Geological Surface Probe - BD+20 594 b.,25.1,35.2,0.1,Jim Harris,Japan,$220,Drawings
THE DARK SIDE OF THE MOON - BASIC VERSION N°01,21.1,24.9,0.3,Slavomir Zombek,Slovakia,$350,Drawings
l é o n i e,30,40,0.2,catherine vermaut,Belgium,$300,Drawings
Rhinos in the City (Limited Edition Print),84.1,59.4,0.1,Gillie and Marc Schattner,Australia,$970,Drawings
CIRCLES 200,90,90,0.2,Francisco Marrero,Spain,$539,Drawings
Hidden deer,29.7,12.5,0.1,Seunghwan Kim,South Korea,$520,Drawings
Lemur and Pup,56,37,0.1,Soo Beng Lim,Australia,$818,Drawings
stranger (185),24,33,0.1,Cheolhee Lim,South Korea,$940,Drawings
People in winter 2,31,23,0.1,marina del pozo,Spain,$370,Drawings
Female  body IV,60,85,0.3,Barbara Kroll,Germany,"$1,140",Drawings
Stack Overflown,50,75,0.1,Polet Andrade,Mexico,$419,Drawings
Portrait 235A.2019,21,29,0.2,Dario Moschetta,Italy,$160,Drawings
The Peckers,27,37,0.1,Soo Beng Lim,Australia,$510,Drawings
Torwood Castle,40.6,12.7,0.3,Richard Johnson,United Kingdom,$355,Drawings
Adopting Growth,139.7,69.8,0.3,Maomeii Be,Canada,"$1,090",Drawings
Poppy* Limited Edition Gicleé Print on Fine Art Paper. 1# out of 10,75,100,1,Stephanie Derks,Netherlands,$860,Drawings
Scrub hare,40.6,27.9,0.3,Paul Vosloo,United Kingdom,$335,Drawings
DSN2015,121.9,127,2.5,Ronald Rupert Santos,United States,"$3,850",Drawings
C2069A,27.9,38.1,0.3,David Jones,United Kingdom,$345,Drawings
image-face(model),29.7,41.9,0.3,GyoBeom An,South Korea,$370,Drawings
HEAVEN,111.8,152.4,0.5,Jared Hendler,United States,"$5,350",Drawings
L'insostenibile leggerezza dell'essere,34,26,2,Jessica Rimondi,Germany,$370,Drawings
CIRCUS GIRL II,29,29,0.1,Doris Schmitz,Germany,$320,Drawings
Paperboy / Peppermint Milk,90,120,1,Rufus Krieger,Germany,"$2,870",Drawings
"""F - 01""",81.3,71.1,0.3,Dorota Jedrusik,Poland,$810,Drawings
Moderatus,77,104.4,0.3,Maomeii Be,Canada,"$1,158",Drawings
Flamenco Study #26,21,29.2,0.3,Ian Males,United Kingdom,$160,Drawings
Sgraffito 806,70,100,0.1,Michael Lentz,Germany,$470,Drawings
Sgraffito 829,100,70,0.1,Michael Lentz,Germany,$520,Drawings
"""Great Landscape""",110,80,2,Lesca Anne,,"$3,610",Drawings
Inscape060317,50,40,0.1,Marta Vaneva,France,$320,Drawings
"""Processions of faith ""-  62015wg1127pm",20.3,25.4,0.3,tj owens,United States,$745,Drawings
ALLEGRO no.39,45.7,61,0.3,Zin Lim,South Korea,$545,Drawings
dessein des frontières #2,65,50,0.1,LN Le Cheviller,France,$620,Drawings
Hair Cuts and Styles,20.3,25.4,0.3,Richard Johnson,United Kingdom,$340,Drawings
o.T.,100,100,1,Uschi Leonhardt,Germany,"$2,060",Drawings
METAMORFISMO.023,25,38,25,Rafael Piedehierro,Spain,"$1,710",Drawings
in the willows,28,35,0.2,LOUI JOVER,Australia,$495,Drawings
Three Graces - Summer,119.4,88.9,0.1,Heidi Lanino,United States,"$3,010",Drawings
Planetary Engagement,85.3,112.5,0.3,Liz Mares,United States,"$2,470",Drawings
Glitch drawing no.2,27.9,35.6,0.3,Jamie Gray,United States,$135,Drawings
Erato series,23,17,0.1,Konrad Biro,Hungary,$190,Drawings
A day in Paris,70,100,0.1,Mister Artsy Graffiti Street Art Amsterdam,Netherlands,$380,Drawings
In Suspension 17,21,29,0.1,Frederic Belaubre,France,$160,Drawings
In Suspension 22,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Reach the Seventh Heaven,70,100,0.1,Dariusz Kaca,Poland,"$1,360",Drawings
City history,30,25,0.1,Daria Maier,Moldova,$321,Drawings
Portrait No.58,20,29.7,0.1,Beate Tubach,Switzerland,$340,Drawings
black dog on the couch,30,40,0.1,pechane sumie,France,$290,Drawings
AFRICAN LANDSCAPE - palms contrast soft pastel drawing,30,40,0.3,Ksenia Lutsenko,Spain,$315,Drawings
The Mistral 14,24,32,0.1,Frederic Belaubre,France,$160,Drawings
Machate Circle At Dusk After Rain,40.6,54.9,0.8,Evan Sklar,United States,$715,Drawings
Gaze,40,60,2,Andrius Bulotas,Lithuania,"$1,140",Drawings
Island Candy No.1,38.1,50.8,0.3,Sara Richardson,United States,$650,Drawings
VACUIDAD DRAWING,45.7,35.6,5.1,Arantxa Rodriguez,United States,"$2,470",Drawings
Tessellé 12,50,65,0.1,Félix Hemme,France,$440,Drawings
Lying man,30.5,39,0.3,Karl-Karol Chrobok,Germany,$900,Drawings
Bright. Green. Blue.,30,24,0.1,Kira Sokolovskaia,Canada,$230,Drawings
Travelling with dreams,20.8,29.2,0.3,Shanmukha Inkas,Qatar,$370,Drawings
Little ballerina,29.7,42,0.1,Alexandra Djokic,Serbia,$238,Drawings
Rebecca,21.5,21.5,4.2,Ayelet Zer Sheinboim,Israel,$480,Drawings
The Jester falls in love.,27.9,35.6,0.3,Victoria General,Canada,$490,Drawings
1949E,27.9,40.6,0.3,David Jones,United Kingdom,$345,Drawings
Of serie About woman 7,40,54,0.2,Jolanta Johnsson,Poland,$270,Drawings
The Friendliest Little Scorpion #5 (Limited Edition 1 of 50),27.9,35.6,0.3,Michael Gaster,,$185,Drawings
"Sgraffito 850 ""KISSES"" 100x70cm",100,70,0.1,Michael Lentz,Germany,$520,Drawings
Collector,43,32,1,Rudolf Kosow,Germany,$760,Drawings
scald,35,25,0.1,Eda Oslu,Turkey,$350,Drawings
Emily,45,60,0.1,Guido Mauas,Argentina,$710,Drawings
Maps series,32,24,1,Adriana Ablin Abstract Painter,Argentina,$480,Drawings
A curl of pink rubber rolled up in her beak,42,56,0.1,Sonja De Graaf,Italy,$560,Drawings
Reeb and her boys Sleeping-diptych,228.6,109.2,2.5,Donalee Peden Wesley,United States,"$5,350",Drawings
The Slow Motion 1,29,41,0.1,Frederic Belaubre,France,$170,Drawings
SUrrealist Drawing 99-02,36,48,0.1,Frederic Belaubre,France,$170,Drawings
Dreaming with Carl Sagan,85.3,105.7,0.3,Liz Mares,United States,"$2,470",Drawings
Dance study,23,17,0.1,Konrad Biro,Hungary,$150,Drawings
Portal - Studies 017,21,29.7,0.1,Naomi Vona,United Kingdom,$260,Drawings
Black Sprout,40,30,1,Veronika Cherednychenko,Ukraine,$580,Drawings
Lishma 12/31 לשמה,124,112,1,Yohanan Delaunay-Israel,Israel,"$2,650",Drawings
"After Mona Lisa, Leonardo, copy",30.5,35.6,0.3,Christopher LoPresti,United States,"$2,270",Drawings
152 Exhales in White on Black and White with Blue Edge,61,61,0.3,Mark Rebennack,United States,"$1,000",Drawings
In Suspension 14,21,29,0.1,Frederic Belaubre,France,$160,Drawings
You and Me,66,84,0.3,H TOMEH,Netherlands,$430,Drawings
Metadrawing 110,40,30,0.1,Frederic Belaubre,France,$160,Drawings
ULTRAS,75,105,0.1,Sander Steins,Netherlands,"$1,760",Drawings
Study of Allure,20.3,20.3,0.3,Nina Fabunmi,United States,$355,Drawings
Su futón,50,35,0.1,Facundo Bermúdez,Argentina,$510,Drawings
Silver Tea Set,21,30,0.2,Nik Linn,Netherlands,$440,Drawings
Color Space,29.7,42,0.1,Beate Tubach,Switzerland,$430,Drawings
MANTRA / 1.20,30,45,0.1,Leopoldo Ferrari Drawings,Italy,$230,Drawings
chaos.,55.9,76.2,0.3,Gregory Malphurs,United States,"$1,700",Drawings
Once upon a time,19,25,0.1,Zoe Lunar,Mexico,$150,Drawings
image-face(model),30.5,45.5,0.3,GyoBeom An,South Korea,$320,Drawings
Black ball,40.6,40.6,0.3,Priti Biscuitwala,India,$190,Drawings
inkdraw/rs/saat2,48.3,61,0,Ronald Rupert Santos,United States,"$1,800",Drawings
"""Thirst"" Fine Art Print, 120x150cm. Limited Edition no 3 of 20.",120,150,1,Emma Tingård,Sweden,"$1,560",Drawings
OP161017,130,150,1,Gyula Sági,Germany,"$5,050",Drawings
Op. 186.,210,200,1,Gyula Sági,Germany,"$5,440",Drawings
The rose picker,23.2,24.9,0.1,David Molina-Molina,Venezuela,$230,Drawings
#179/365 (365 Day Project),61,45.7,0.3,Carl Yoshihara,United States,"$1,300",Drawings
Demise #07,50.5,72,0.1,Tomasz Cichowski,Poland,$770,Drawings
Chimerical 6272,21,30,0.1,Marcel Speet,France,$555,Drawings
Orange Dreams 1.,21,29,0.1,Frederic Belaubre,France,$150,Drawings
Metadrawing 114,30,40,0.1,Frederic Belaubre,France,$160,Drawings
The Garden Sketch,41,29,0.1,Frederic Belaubre,France,$150,Drawings
Faces of War 4,15,21,0.1,Frederic Belaubre,France,$150,Drawings
figures (20% discount if you buy 3 or more drawings),21,29.5,0.1,Konrad Biro,Hungary,$150,Drawings
oeiwo / chronicle transaction - {$M},29,41,1,Leni Smoragdova,United Kingdom,"$1,140",Drawings
Blue on the run,56,76,0.1,Mister Artsy Graffiti Street Art Amsterdam,Netherlands,$405,Drawings
Out in the woods,30,42,0.1,Alastair Irvine,United Kingdom,$475,Drawings
Synergy 22-7,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Rusty Bark Caterpillars,107,152,0.2,Lali Torma,Canada,"$2,999",Drawings
Drawing 335,55.9,76.2,0.3,Sumit Mehndiratta,India,$640,Drawings
ESPEJISMOS,56,76,0.1,ELENA MARTI,Spain,"$2,262",Drawings
The Study of Cats 21-11,21,29,0.1,Frederic Belaubre,France,$150,Drawings
Essential love 02,54,74,0.1,Karenina Fabrizzi,Spain,$750,Drawings
Epiphone Casino Sunburst Guitar,91.4,182.9,0.3,Mike Pitzer,United States,"$3,960",Drawings
Lotti,18,26,0.2,Lilla Varhelyi,Germany,$190,Drawings
Portal - Studies 008,21,29.7,0.1,Naomi Vona,United Kingdom,$260,Drawings
Tag the bridge aka The Night of the Dancing Warbirds,70,100,0.1,Mister Artsy Graffiti Street Art Amsterdam,Netherlands,$480,Drawings
Duo,23,17,0.1,Konrad Biro,Hungary,$190,Drawings
Walli Neuzil,24,32,0.1,Doris Schmitz,Germany,$350,Drawings
Old White House,14.5,22,0.1,Tatiana Alekseeva,Netherlands,$300,Drawings
Hoggar mountains,68.6,45.7,0.8,Elzara Oiseau Ukrainian Artist,Switzerland,$920,Drawings
Blue Horizontal No.5,84,60,0.1,Kevin Jones,,"$6,500",Drawings
Suspended in time 4,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Lover of the Sun,40.6,50.8,0.3,Gilles LeBlu,Belgium,$699,Drawings
Moon,21,29.7,0.1,Patricia Ruiz,Spain,$250,Drawings
Reflections. Rice Lake,24,30,0.1,Kira Sokolovskaia,Canada,$250,Drawings
Spring is Coming 2,30,40,0.1,Marijah Bac Cam,France,$600,Drawings
Spherical,29.7,42,0.1,Beate Tubach,Switzerland,$490,Drawings
The Mistral 6,21,29,0.1,Frederic Belaubre,France,$160,Drawings
C2069A,27.9,38.1,0.3,David Jones,United Kingdom,$345,Drawings
image-face(model),29.7,41.9,0.3,GyoBeom An,South Korea,$370,Drawings
HEAVEN,111.8,152.4,0.5,Jared Hendler,United States,"$5,350",Drawings
L'insostenibile leggerezza dell'essere,34,26,2,Jessica Rimondi,Germany,$370,Drawings
CIRCUS GIRL II,29,29,0.1,Doris Schmitz,Germany,$320,Drawings
Paperboy / Peppermint Milk,90,120,1,Rufus Krieger,Germany,"$2,870",Drawings
"""F - 01""",81.3,71.1,0.3,Dorota Jedrusik,Poland,$810,Drawings
Moderatus,77,104.4,0.3,Maomeii Be,Canada,"$1,158",Drawings
Flamenco Study #26,21,29.2,0.3,Ian Males,United Kingdom,$160,Drawings
Sgraffito 806,70,100,0.1,Michael Lentz,Germany,$470,Drawings
Sgraffito 829,100,70,0.1,Michael Lentz,Germany,$520,Drawings
"""Great Landscape""",110,80,2,Lesca Anne,,"$3,610",Drawings
Inscape060317,50,40,0.1,Marta Vaneva,France,$320,Drawings
"""Processions of faith ""-  62015wg1127pm",20.3,25.4,0.3,tj owens,United States,$745,Drawings
ALLEGRO no.39,45.7,61,0.3,Zin Lim,South Korea,$545,Drawings
dessein des frontières #2,65,50,0.1,LN Le Cheviller,France,$620,Drawings
Hair Cuts and Styles,20.3,25.4,0.3,Richard Johnson,United Kingdom,$340,Drawings
o.T.,100,100,1,Uschi Leonhardt,Germany,"$2,060",Drawings
METAMORFISMO.023,25,38,25,Rafael Piedehierro,Spain,"$1,710",Drawings
in the willows,28,35,0.2,LOUI JOVER,Australia,$495,Drawings
Three Graces - Summer,119.4,88.9,0.1,Heidi Lanino,United States,"$3,010",Drawings
Planetary Engagement,85.3,112.5,0.3,Liz Mares,United States,"$2,470",Drawings
Glitch drawing no.2,27.9,35.6,0.3,Jamie Gray,United States,$135,Drawings
Erato series,23,17,0.1,Konrad Biro,Hungary,$190,Drawings
A day in Paris,70,100,0.1,Mister Artsy Graffiti Street Art Amsterdam,Netherlands,$380,Drawings
In Suspension 17,21,29,0.1,Frederic Belaubre,France,$160,Drawings
In Suspension 22,21,29,0.1,Frederic Belaubre,France,$160,Drawings
Reach the Seventh Heaven,70,100,0.1,Dariusz Kaca,Poland,"$1,360",Drawings
City history,30,25,0.1,Daria Maier,Moldova,$321,Drawings
Portrait No.58,20,29.7,0.1,Beate Tubach,Switzerland,$340,Drawings
black dog on the couch,30,40,0.1,pechane sumie,France,$290,Drawings
AFRICAN LANDSCAPE - palms contrast soft pastel drawing,30,40,0.3,Ksenia Lutsenko,Spain,$315,Drawings
The Mistral 14,24,32,0.1,Frederic Belaubre,France,$160,Drawings
Machate Circle At Dusk After Rain,40.6,54.9,0.8,Evan Sklar,United States,$715,Drawings
Gaze,40,60,2,Andrius Bulotas,Lithuania,"$1,140",Drawings
Island Candy No.1,38.1,50.8,0.3,Sara Richardson,United States,$650,Drawings
VACUIDAD DRAWING,45.7,35.6,5.1,Arantxa Rodriguez,United States,"$2,470",Drawings
Tessellé 12,50,65,0.1,Félix Hemme,France,$440,Drawings
Lying man,30.5,39,0.3,Karl-Karol Chrobok,Germany,$900,Drawings
Bright. Green. Blue.,30,24,0.1,Kira Sokolovskaia,Canada,$230,Drawings
Travelling with dreams,20.8,29.2,0.3,Shanmukha Inkas,Qatar,$370,Drawings
Little ballerina,29.7,42,0.1,Alexandra Djokic,Serbia,$238,Drawings
Rebecca,21.5,21.5,4.2,Ayelet Zer Sheinboim,Israel,$480,Drawings
The Jester falls in love.,27.9,35.6,0.3,Victoria General,Canada,$490,Drawings
1949E,27.9,40.6,0.3,David Jones,United Kingdom,$345,Drawings
Of serie About woman 7,40,54,0.2,Jolanta Johnsson,Poland,$270,Drawings
The Friendliest Little Scorpion #5 (Limited Edition 1 of 50),27.9,35.6,0.3,Michael Gaster,,$185,Drawings
