Name,Width,Height,Depth,Artist Name,Country,Price,Category
Boxed In,25,11,6.4,Julee Latimer,Australia,$780,Sculptures
Chain Reaction,44,45,17,Susie Olczak,United Kingdom,"$2,139",Sculptures
Wall Sculpture Composition No. 140,101.6,30,4.1,Sumit Mehndiratta,India,"$1,160",Sculptures
Prism,50.8,58.4,27.9,Ignacio MUV,United States,"$3,850",Sculptures
Three Floor Vases,23,41,23,Cosmin Ciofirdel,United Kingdom,"$1,201",Sculptures
Board Object,40.6,40.6,3,Klaus Schroeder,Germany,"$2,500",Sculptures
CARE,10,51,10,Barbara Houwers,Netherlands,"$2,050",Sculptures
white urchin,22.9,22.9,22.9,Mauro Maffezzoni,Italy,$840,Sculptures
Kalk Bay,41,78,28,Gareth Griffiths MRSS,United Kingdom,"$3,150",Sculptures
Red Shield (3D),41.4,64.5,7.1,Tom Charly Biegler,Austria,"$3,370",Sculptures
My Anxiety Gives Me Anxiety,71.1,61,7.6,Mary Jo McGonagle,United States,"$3,500",Sculptures
Collaborate,20.3,30.5,17.8,andrew worthington,United Kingdom,"$1,990",Sculptures
"Verticals I, II & III",127,231.1,104.1,Fiona Campbell,United Kingdom,"$4,550",Sculptures
Streamer 62,47,57,37,Frans Muhren,Netherlands,"$5,450",Sculptures
Peace Isn't Negative,81.3,182.9,20.3,Janet Rutkowski,United States,"$5,550",Sculptures
"""Passion""",100,170,50,Ina Damyanova,Bulgaria,"$4,310",Sculptures
RAÍCES ANCESTRALES NUM. 4 - ANCESTRAL ROOTS NUMBER 4,80,145,35,Juan Pedrosa,Spain,"$5,150",Sculptures
Flightfall,70,400,100,Andrius Petkus,Lithuania,"$29,000",Sculptures
Perfection is always late,38.1,33,22.9,Genna Gurvich,United States,"$5,350",Sculptures
Crucifixion,61,73.7,30.5,Mikhail Gubin,United States,"$4,350",Sculptures
Step,20,19.5,46,Nick Pearson,United Kingdom,"$4,950",Sculptures
Aug-15,70,100,3,Timo Myllymäki,Finland,$710,Sculptures
Sammlerbilder XXV,5,7,1,Igor Bleischwitz,Germany,$230,Sculptures
WINGS PANEL,135,50,10,ArtimaginationShop Gallery,Bulgaria,"$1,300",Sculptures
MENTOR #2 - beige,15.7,35.7,15.7,mr clement,Taiwan,$710,Sculptures
untitled 22 06,42,42,6,Jan Hendriks,Netherlands,"$1,910",Sculptures
Underlines - Overlines,52.1,116.8,5.1,Vince Smith,United Kingdom,"$2,950",Sculptures
GAIN 2020,20.3,30.5,12.7,David Diaz,United States,"$3,530",Sculptures
Three giant ants (Unique),119,47,50,Gerhard Petzl,Switzerland,"$34,600",Sculptures
Abstraction #79,50,50,3,Paslier Morgan,France,$790,Sculptures
'Shaping silhouette' series green-grey,19,35,19,Cecil Kemperink,Netherlands,"$1,710",Sculptures
Planetary Bodies III,23,23,23,Clare Flatley,United Kingdom,"$1,230",Sculptures
Lovers - Limited Edition of 10,8.3,17,3,Vangelis Ilias,Greece,$480,Sculptures
Tugbe (Beauty),28.7,216.2,111.8,Kofi Agorsor,Ghana,"$71,000",Sculptures
Wind,47,29.2,47,Jeff Rosenfeld,United States,"$15,750",Sculptures
Celestial Series: Shooting Star,18,21.1,14.8,Ataru Kozuru,Japan,$940,Sculptures
Plot,25.4,27.9,30.5,Jerry C Monteith,United States,$950,Sculptures
Le chat noir,20,37,20,Marie Ackers,United Kingdom,"$2,950",Sculptures
PLAYBOY (SKATEBOARD),20,79,7,ALESSANDRO PADOVAN,Italy,"$1,040",Sculptures
Memory,29,12,12,Natalia Dobrzhanskaya,Czech Republic,$660,Sculptures
Eternal Spring fiber frame by Gabriela de Sagarminaga - Wall decoration,80,70,9,Gabriela Sagarminaga,Spain,"$1,166",Sculptures
Into The Muse 2,52,70,4.5,Jenny Hee,Malaysia,"$3,270",Sculptures
Melt 1,61,61,0.1,Sonjie Feliciano Solomon,United States,"$1,990",Sculptures
White Dress,56,67,11,Julee Latimer,Australia,"$8,500",Sculptures
"1951, 1955, 1983, 2008, 2020",90,140,125,MC Krell,Netherlands,"$9,100",Sculptures
Tapetum Lucidum.,50.8,61,20.3,Lana Filippone,Canada,"$8,500",Sculptures
Animal Crackers,34.9,29.2,3.2,Danielle Bewer,United States,"$2,400",Sculptures
21 Butterflies,50,70,14,Liliya Pobornikova,Spain,"$1,710",Sculptures
Romanescu herniado,17,9,14,Inaki Otsoa Etxeberria,Spain,"$1,698",Sculptures
Flying Figure,42.7,68.6,48.3,JA Fligel,Canada,"$14,750",Sculptures
color trinity,14.5,29,1.6,Jessica Moritz,Israel,$700,Sculptures
Morning Ballet,15.2,17.8,12.7,Michael Hansen,Canada,"$2,210",Sculptures
GIVE BACK TO THE WORLD,63,235,50,David Sànchez Leòn,Spain,"$1,680",Sculptures
Night Passage,38.1,30.5,27.9,Richard Arfsten,United States,"$20,750",Sculptures
3464.45 miles,16,23,10,L B Rios,United Kingdom,$990,Sculptures
La Femme I,35.6,35.6,7.6,Heidi Lanino,United States,"$2,370",Sculptures
RED MOON FISH,50.8,50.8,5.1,Antoine CHAPON,Saint Martin,"$1,060",Sculptures
Sketch Solstice,17,46,12,Michael James Talbot,United Kingdom,"$9,100",Sculptures
historical mirror,50,50,3,jaehoon choi,South Korea,"$3,270",Sculptures
Forever,71.1,17.8,7.6,Mary Jo McGonagle,United States,"$2,000",Sculptures
Radian,50.8,55.9,12.7,Dan Rocha,United States,"$1,520",Sculptures
Falcon,320,108,110,Kovács Tibor,Hungary,"$27,000",Sculptures
Sobrecupo,50.8,10.9,10.9,alejandro sanchez suarez,Colombia,"$3,770",Sculptures
ISMST0090,15.2,19.1,5.1,Saehyun Paik,United States,"$3,910",Sculptures
Love and Tango / Sculpture 90 cm 3-D UV resistant,90,90,5,Anna Sidi-Yacoub,Ireland,"$1,760",Sculptures
Unnamed,20.3,35.6,10.2,Leroy Narendorf,United States,$215,Sculptures
Wild Flowers II Pink,71,71,5,Nour El Huda Awad,United Kingdom,"$8,850",Sculptures
Decoder Symbol,106.7,106.7,3.8,Carlos Luna James,United States,"$6,900",Sculptures
Galloping Free,44,44,34,Lorne McKean,United Kingdom,"$18,250",Sculptures
Dynamic Measurements No. 1,40,60,40,Raffael Lomas,Israel,"$15,200",Sculptures
"I AM, ARMS RAISED  (large)",48.3,203.2,20.3,Robert Holmes,,"$51,000",Sculptures
Equilibrium,61,243.8,61,Jeff Davis,United States,"$10,250",Sculptures
Sphinx Cat II,60,52,20,Andrzej Szymczyk,United Kingdom,"$9,100",Sculptures
sister,16,22,35,Zorion Kasumi,Netherlands,"$2,870",Sculptures
Dualism,71.1,101.6,7.6,Jillian Pate,United States,"$2,610",Sculptures
ares from zodiac collection,30.5,61,15.2,Mahmoud Elrefaey,,"$3,270",Sculptures
"DER PREIS IST HEISS / WER DIE WAHL HAT HAT DIE QUAL, 2014, neon object, 30x26cm",26,30,5,Marc Jung,Germany,"$7,050",Sculptures
skeleton clock Deva,35,30,8,matej zorec,Slovenia,"$3,770",Sculptures
Sometimes I over think things.,66.1,243.9,91.5,Slavo Cech,Canada,"$19,000",Sculptures
Body Wall,12,66,10,George Pago,Greece,"$10,500",Sculptures
The void that unites,42,102,39,Dan Jula,Romania,"$4,650",Sculptures
"Theia, Goddess of Light.",300,420,280,Nicola Godden,United Kingdom,"$110,000",Sculptures
Return To Innocence (1),30,38,8,Jenny Hee,Malaysia,"$1,860",Sculptures
Bulleit Art Barrel: No. 3,61,88.9,61,ELLE StreetArt,,"$7,400",Sculptures
Purple Cross -Lines,127,182.9,101.6,Luis Kaiulani,United States,"$18,000",Sculptures
Abbraccio,37,72,27,Anna e Daniele Beltrame - Sedie Rustiche di Beltrame Daniele snc,Italy,$413,Sculptures
The weight of the world,108,200,25,Alessandra Zini,Italy,"$3,050",Sculptures
Tripes #1,8,31,3,Jb Leullier,Greece,"$1,430",Sculptures
"""Self-portrait in the form of a statue""",18,36,22,Nicolas-Pierre Réveillard,France,"$3,520",Sculptures
Hopper - Mushroom Mind,8.9,22.9,8.9,Mike Sanchez,,$340,Sculptures
Seahorse II,20,52,11,Andrzej Szymczyk,United Kingdom,"$10,650",Sculptures
Peaceful Garden,81.3,114.3,7.6,Laurynas Karmalavicius,,"$2,740",Sculptures
Ballet Dancer #1,5,20,3.5,Vangelis Ilias,Greece,$650,Sculptures
Line of Sight,55.9,55.9,22.9,Ricky Peters,United States,"$7,900",Sculptures
Reconfigured May,94,116.8,3.8,Valerie Wilcox,United States,"$5,550",Sculptures
Free Fall Arch,40.6,81.3,4.5,Ooh La Lūm,United States,$830,Sculptures
Good Morning,21.6,43.2,21.6,Vera Smiley,United States,"$3,040",Sculptures
Mirror of the Moon,160,160,90,Anita Ackermann,Germany,"$94,000",Sculptures
"""Blue Flat-Line 2010""",61,198.1,40.6,Luis Kaiulani,United States,"$7,500",Sculptures
Between Salvation and Destruction 5,71.1,104.1,0.5,Aby Mackie,Spain,"$1,600",Sculptures
Still Life II,101.6,30.5,101.6,Markus Schlee,Germany,"$5,550",Sculptures
ALICE,50,132,52,Leonardo Lucchi,Italy,"$60,200",Sculptures
Resting State,38.1,44.5,5.1,Sonjie Feliciano Solomon,United States,$950,Sculptures
Lunula large aluminum wall sculpture,121.9,170.2,25.4,Vadim Kharchenko,United States,"$8,800",Sculptures
Sun - Gold light - Sculpture #03,100,100,0.3,NYWA ART PROJECT,,"$4,070",Sculptures
The Light Element,10,180,10,Alisa Sheinson,Israel,"$11,000",Sculptures
Récréation 2,17.8,58.4,17.8,Guy Lafond,France,"$10,211",Sculptures
Pink In Black Spiral,40,65,45,Mark Beattie MRSS,United Kingdom,"$3,550",Sculptures
Composition 4,30,35,5,Marko Vuckovic,Serbia,"$1,200",Sculptures
Capsule number one,17,45,15,Marko Vuckovic,Serbia,"$5,500",Sculptures
Color Tiled Monolith,48.3,182.9,48.3,Hill Brin,United States,"$4,200",Sculptures
Coral Glam,36,45,16,Robert Lagob,France,"$3,610",Sculptures
RECIPROCITY,7,28,8,Liubka Kirilova,Bulgaria,"$2,110",Sculptures
Compression Tufted Rug,233,228,6,Silja Pogule,Latvia,"$2,475",Sculptures
Triangle from the series Shapes - in the face of war.,122,106,16,Arkadiusz Nitecki,Poland,"$1,570",Sculptures
Orbit,121.9,401.3,10.2,Hank De Ricco,United States,"$20,750",Sculptures
Belisama Tenderness,42,44,14,philippe BUIL,France,"$3,210",Sculptures
Average Family,10.2,30.5,10.2,Richard Arfsten,United States,"$15,750",Sculptures
Plankgas PG2,48,53,4,Marcel Speet,France,$890,Sculptures
from the Krypta series: L124 (divergence),105,125,11,Juliet Vles,Switzerland,"$7,850",Sculptures
KNOWLEDGE,45,28,3,Charlotte Haywood,Australia,$700,Sculptures
it's getting hot i need you more than ever (untitled 6),243.8,121.9,6.3,Lisa Cochrane,Canada,"$4,450",Sculptures
Mountain Totem triptych,121.9,299.7,121.9,Randolph Holland,United States,"$14,000",Sculptures
Liberation Suit VII : Your New Skin is Nearly Ready,86.4,193,38.1,Bert Gilbert Izzet Ers,United Kingdom,"$10,250",Sculptures
Trio of Pillars,76.2,154.9,25.4,Frederic Crist,United States,"$13,500",Sculptures
Origen,100,200,100,Santi Flores,Spain,"$4,500",Sculptures
Gold Sentinels,25.4,78.7,25.4,Paola Scibilia,Italy,"$7,050",Sculptures
Alchemy 3,396.2,243.8,274.3,Dasha Wright,,"$39,000",Sculptures
"Deep Down, Is It Even Good Enough",127,76.2,7.6,Braydon Gold,United States,"$1,100",Sculptures
Ingravity,220,230,55,Nando Alvarez,Spain,"$56,000",Sculptures
Dark blue worlds,115,75,75,layla d'angelo,,"$3,910",Sculptures
Crania Anatomica Filigre: Silver Edition,9.1,6.6,8.9,Joshua Harker,United States,"$3,710",Sculptures
Single Stop,45.7,109.2,5.1,Alice Woods,Canada,$730,Sculptures
Dial M for Monument - 15/20,30,45,30,Karl Singporewala ARB RIBA,United Kingdom,"$3,150",Sculptures
Soon,37,140,37,Laurence Perratzi,France,"$6,950",Sculptures
Mors Imperator,30.5,30.5,10.2,B A H M A N,,$615,Sculptures
Sentinel,91.4,104.1,10.2,Ellen Schifffman,United States,"$5,350",Sculptures
Equilibrio di cubi 2,25,45,17,Anna e Daniele Beltrame - Sedie Rustiche di Beltrame Daniele snc,Italy,$410,Sculptures
Distortion III,30,71,16,Aramis Justiz,Spain,"$1,610",Sculptures
Porcelain Pendant Lamp,27.9,22.9,27.9,Natalya Seva,United States,"$1,150",Sculptures
Ritual Vessel,43,16,15,Kilngod Ceramics Shailja Sharma,United Kingdom,$460,Sculptures
Heat Lightning,17.8,30.5,17.8,Jeffrey Siegel,United States,$755,Sculptures
Roam,25.4,30.5,3.8,Katia Bulbenko,United States,$880,Sculptures
Apertur,52,52,11.5,Stavros Kotsakis,Sweden,"$4,250",Sculptures
Dear,60,79,55,Tilsitt Gallery,Portugal,"$19,778",Sculptures
"Scribble Mirror, Horizontal - Laser Cut Mirror Acrylic",152.4,81.3,1.3,Ryan Coleman,United States,"$5,150",Sculptures
Bronze,101.6,45.7,12.7,Orlando Silva,United States,$650,Sculptures
Division With Holes,26,43.2,16.5,Matthew Zupnick,United States,"$10,950",Sculptures
Wave coffee table (wave/particle duality),78.7,121.9,48.3,Warren Pardi,United States,"$13,250",Sculptures
PARCOURS 26 Voyage lunaire,67,67,4,Joel Chasseriau,France,"$2,524",Sculptures
Aurous,30.5,33,2.5,Leah-Dior Chambers,United Kingdom,"$3,145",Sculptures
Rhythms X,91.4,121.9,5.1,Maria Bouquet,Argentina,"$9,600",Sculptures
Sculpture Series 4no.1,121.9,111.8,50.8,Mark Purllant,United Kingdom,"$15,535",Sculptures
HERMES (SKATEBOARD),20,79,7,ALESSANDRO PADOVAN,Italy,"$1,040",Sculptures
DISCUS in Granite,40.6,31.8,40.6,Karl Geckler,United States,"$14,250",Sculptures
Three-eye,60,32,47,Sandra Catsburg,Netherlands,"$1,210",Sculptures
On the hammock,95,45,25,Leonardo Lucchi,Italy,"$19,000",Sculptures
Phoenix,33,34,0.1,Marc Renaut,,"$4,750",Sculptures
Reclining Abstract,50.8,15.2,20.3,Steven Lustig,United States,"$2,410",Sculptures
Homo Sapiens,30,29,26,Younghun Jang,South Korea,"$1,060",Sculptures
Whispers,62,60,15,Anna Sidi-Yacoub,Ireland,"$1,110",Sculptures
UNTITLED,30,65,60,Naja Utzon Popov,Denmark,"$3,250",Sculptures
nude #3091,63.5,91.4,5.1,Bart Soutendijk,United States,$800,Sculptures
"Karen Axikyan/Analysis 41x25x20 2kg iron, perlite",25,41,20,Narinart Armgallery,Armenia,"$1,410",Sculptures
Pine decorative sculpture,55,120,55,Jozef Sedmak,Slovakia,"$3,650",Sculptures
Untitled,38.1,213.4,5.1,Debra W,United States,"$2,010",Sculptures
"Cutout, 4 November",35,41.5,37,Paweł Orłowski,Poland,"$2,970",Sculptures
Body Movement,50.8,172.7,20.3,Robin Antar,United States,"$23,750",Sculptures
spectral CORE 01,40.6,40.6,5.8,Daniil Alikov,Canada,"$1,630",Sculptures
Carnival,30.5,58.4,7.6,Holly Fischer,United States,$950,Sculptures
The Libertine Preacher - Edition of 3,90,90,10,Rogerio Reis,Brazil,"$5,220",Sculptures
Goldfish III,11,16,13,Andrzej Szymczyk,United Kingdom,"$1,140",Sculptures
GOLDEN MIDDLE,90,90,4,Daniela Tsonkova,Bulgaria,"$1,710",Sculptures
Inner Tube,139.7,152.4,96.5,John Clement,United States,"$43,000",Sculptures
Carysfort Moon,33,32.5,33,Simon Reece,Australia,"$4,850",Sculptures
„golden circles“,48.3,48.3,10.2,Rebecca Bujnowski,,"$1,410",Sculptures
A Poem for Truth to Swallow,81.3,106.7,50.8,Ralph Paquin,United States,"$23,000",Sculptures
Love,61,76.2,40.6,Winnie Davies,Hong Kong,"$4,949",Sculptures
17-18,84,60,6,Johan Forsberg,Sweden,"$9,700",Sculptures
OH MY GOOD,41.9,41.9,2.8,GABY JOSEPHINE,Belgium,$680,Sculptures
HoneyComb,40,50,1.5,Adam Cosmin,,$910,Sculptures
Mago (Wizard),17.8,43.2,15.2,Bobbye Cochran,United States,"$4,210",Sculptures
"""Infinite""",91.4,30.5,30.5,Radu Borcoman,Romania,"$2,270",Sculptures
cheela,20.3,20.3,20.3,Jennifer Langhammer,United States,$815,Sculptures
"Wheel No. 15  ""The Square No. 1""",149,132,118,Raffael Lomas,Israel,"$41,000",Sculptures
pi x 5s (27968),43.2,58.4,7.6,Yvette Kaiser Smith,United States,"$2,570",Sculptures
Welkin,55,195,55,Nikita Zigura,France,"$14,000",Sculptures
Eye Of the Birch,61,137.2,213.4,Isabel Kelley,United States,"$8,750",Sculptures
'B&W botanicals' 2018,22,22,5,svetlana prigoditch,Netherlands,$480,Sculptures
Round 5,97,97,18,Dangerous Minds Artists,United Kingdom,"$8,100",Sculptures
"""Jade Fan""",45.7,61,25.4,CHRISTIANSEN - ARNER,United States,"$8,500",Sculptures
'No. 12',76.2,76.2,76.2,Marko de Kok,Netherlands,"$14,000",Sculptures
The skins_AH-64,1999,299.7,1498.6,Haegeun Seo,South Korea,"$23,000",Sculptures
you say the world has come between us,12.7,15.2,7.6,kate nelson,United States,$445,Sculptures
Optimism,53.3,190.5,45.7,Joyce Audy Zarins,United States,"$7,000",Sculptures
vortex-XL,107,55,88,Jurgen Liedel,Switzerland,"$6,700",Sculptures
Half Moon (Limited edition: 3 pieces),140,240,43,Gonzalo De Salas,Spain,"$24,000",Sculptures
Fruit bowl with cherries,15,15,0.7,Eustaquio Carrasco,Spain,$710,Sculptures
Smell the Lazarus Cheese,4,20,3,David Rosado,,"$2,610",Sculptures
A Day at the Races,73,72,4,Adam Robinson,United Kingdom,"$2,470",Sculptures
"Porcelain Wall Sculpture, 19 Pieces Set",86.4,45.7,7.6,Natalya Seva,United States,"$1,520",Sculptures
Shadowplay,44,44,3.5,Ian Turnock,United Kingdom,$810,Sculptures
Gold Bird,15.2,15.2,11.4,emily maddigan,United States,$440,Sculptures
Airbender,121.9,274.3,91.4,David Sheldon,United States,"$28,500",Sculptures
Reflections,90,90,3,Anna Sidi-Yacoub,Ireland,"$1,560",Sculptures
Just Ask the Axis,76,70,8,Juan Carlos Marin,,$810,Sculptures
Yves Klein inspired vessels XII-XVII,32,18,22,Koen Lybaert,Belgium,"$1,560",Sculptures
Untitled (YELLOW),40.6,177.8,15.2,Duncan Sherwood-Forbes,United States,"$2,410",Sculptures
Connection,92,92,2,Sureen Gouws,Australia,"$2,060",Sculptures
5 in1-Heads-Composition,15,24,15,Gerhard Petzl,Switzerland,"$3,490",Sculptures
Mexican wood cut Alebrije (Pegasus) handmade from Oaxaca Mexico,25.4,22.9,7.6,sotiris sotiriou,United Kingdom,"$1,780",Sculptures
Seahorse Couple,46,65,15,Andrzej Szymczyk,United Kingdom,"$14,750",Sculptures
Triangle No. 01,30.5,30.5,2,Natalia Bieniek,Netherlands,$250,Sculptures
Soccer Player,22,40,14,Atanas Atanasov,United Kingdom,"$1,680",Sculptures
Unity Iku,35.5,12.5,39,Verónica Mar,Spain,$890,Sculptures
VALIANT,16.5,16.5,1,Tondo Fiorentino,Italy,$150,Sculptures
Tango Mortale 16,45,65,40,Frans Muhren,Netherlands,"$5,450",Sculptures
PADRE E FIGLIO,16,56,10,Ionel Alexandrescu,Italy,"$3,270",Sculptures
MUSHROOM GREEN,30,30,6,ALESSANDRO PADOVAN,Italy,$760,Sculptures
Chanel Liqueur Paris - Original Swarovski Sculpture,22.9,33,10.2,GARDANI ART,United States,"$10,100",Sculptures
light escape - merkaba-geometric dystopia,21,21,8,Jessica Moritz,Israel,"$2,500",Sculptures
LOST and FOUND #62,61,152.4,17.8,Karmin Schafer Hansen,United States,"$6,480",Sculptures
"Handmade Raku Vessel, Raku Arts, Unique Ceramic, One of The Kind Art Object, Crackle Raku Glaze, Gallery Art Piece",17.8,43.2,0.1,Natalya Seva,United States,$780,Sculptures
Discovery X,37,33,0.1,Philip Hearsey,,"$2,150",Sculptures
Sun salutation - raised arms ( edition 3/10 ),15.2,61,0.1,V-POP by Vernika,India,$905,Sculptures
Golden hole,37,66,23,Claudio Marziali,Italy,$860,Sculptures
"Red, White and Blue",111.8,71.1,12.7,Monica Franciscus,United States,"$2,010",Sculptures
"""Blue Layers II""",20,44,2,Nikolay Martinov,Bulgaria,$740,Sculptures
circle inner circle -1,24.9,39.9,21.8,young-chul park,South Korea,"$3,270",Sculptures
Linda in Striped Shirt,16.5,22.9,8.9,Keith Kovach,United States,"$6,400",Sculptures
STRELITZIA | Paper Artwork,52,52,4.5,Tayfun Tinmaz,Turkey,$675,Sculptures
“Colourful road”,140,70,6,Dmytro Shavala,Poland,"$3,200",Sculptures
Cloudy day on a walnut,119.4,119.4,5.1,Don Service,,"$6,350",Sculptures
Fragment 7,15,26.9,11.9,Marko Grgat,Croatia,"$2,870",Sculptures
"Oi, Oi, Stop Your Smoking",8,14,8,Ann Bubis,United Kingdom,"$1,380",Sculptures
Ma Cherie,76.2,20.3,7.6,Mary Jo McGonagle,United States,"$2,500",Sculptures
Wright Way,10.2,25.4,10.2,Richard Arfsten,United States,"$13,950",Sculptures
Butterfly Effect,530,250,85,Helena Kaori Maeda,Netherlands,"$25,000",Sculptures
Cobalt study II,13,35,13,Clare Flatley,United Kingdom,$560,Sculptures
We Only Die Once?,40.6,8.9,50.8,mel arsenault,Canada,$785,Sculptures
The Power of Expression,61,12.7,22.9,Robin Antar,United States,"$25,750",Sculptures
Clustered Roses,94,63.5,7.6,John Baun,,"$5,750",Sculptures
POINT,30.5,223.5,109.2,Leonard Glasser,United States,"$38,750",Sculptures
"From the series ""Possible geometry""",41,41,5,val wecerka,Austria,"$1,040",Sculptures
Blue Macaw,8,35.5,10,Jovan Blat,Serbia,"$1,360",Sculptures
Kangaroo II,1250,70,2,Roland Weight,Australia,"$1,900",Sculptures
Sluníčko,61,106.7,61,Su Ruan,United States,"$3,100",Sculptures
shadow dancer,53.3,43.2,0.3,Eric Camiel,United States,"$3,110",Sculptures
The egg,50,40,40,Wilfried Senoner,,"$8,210",Sculptures
nofretete,25,21,9,Marina Seiller Nedkoff,,"$1,850",Sculptures
Engel,34,39,15,Wim Hage,,"$6,550",Sculptures
The Praise of Consciousness,22,45,15,Riccardo Matlakas,United Kingdom,"$4,948",Sculptures
DUCK HUNT NINTENDO,42,32,7,ALESSANDRO PADOVAN,Italy,$940,Sculptures
Continuum,35,250,35,Naja Utzon Popov,Denmark,"$22,000",Sculptures
Sculpture - They say I look like a cat? (1/5),23,13,49,Alexandra Mowday,Australia,$759,Sculptures
Bulleit Art Barrel: No. 1,61,88.9,61,ELLE StreetArt,,"$7,400",Sculptures
Logic Box,22.9,30.5,15.2,Richard Arfsten,United States,"$5,850",Sculptures
Dolmen Palace-19,46,136,19,Anna e Daniele Beltrame - Sedie Rustiche di Beltrame Daniele snc,Italy,$560,Sculptures
Equilibrium,40,69,30,Paul Stein,South Africa,"$3,240",Sculptures
Up Hill,10.2,17.8,17.8,David Komar,United States,"$1,600",Sculptures
Addicted to drinking (crazy drunk),10,20,10,Mihai-Petre Nila,Sweden,"$2,710",Sculptures
Refuge - Limited Editions of 50,10,13,10,Cristina Figarola,Spain,$580,Sculptures
RENACER,21,18,21,Francesca Dalla Benetta,Mexico,"$1,310",Sculptures
Sprout of Strength 2,17.8,10.2,2.5,Stacy Lovejoy,United States,$170,Sculptures
'SOUL',119.4,76.2,4.6,Vinko Kalcic,United Kingdom,"$7,800",Sculptures
Baltic chronicles_2,17,7,5,Saulius Vaitiekunas,Lithuania,"$4,950",Sculptures
MYSTERY,68.6,88.9,0.1,MORPHOSOS ARTISTS,,"$12,750",Sculptures
Organic Time #1,76,54,0.1,Arianna Niero,Italy,"$3,080",Sculptures
Growing up and Developing,40,56,40,Yvonne Mostard,Netherlands,"$6,450",Sculptures
Abstract Architecture III,15,28,15,Clare Flatley,United Kingdom,$760,Sculptures
"""Pink Layers""",20,44,2,Nikolay Martinov,Bulgaria,$740,Sculptures
La Serpiente del Eden(limited edition 10 units),45,63,10,Nicolai Lada,,"$1,010",Sculptures
Rolling In The Deep Blue,35,100,12,Alberto Fusco,United Kingdom,"$1,540",Sculptures
Streamer 82,40,36,28,Frans Muhren,Netherlands,"$4,950",Sculptures
"""Air""",45,48,45,Ognyan Hristov,Bulgaria,"$12,500",Sculptures
Tomorrow is always fresh with no mistakes in it yet,38.1,30.5,5.1,Revati Sharma Singh,United Kingdom,"$1,770",Sculptures
Conflicts of Life / bronze,53.3,53.3,20.3,Robin Antar,United States,"$6,400",Sculptures
GOLDEN ANTLERS | Paper Artwork,52,52,4.5,Tayfun Tinmaz,Turkey,$595,Sculptures
Flying Figure And Wings,30.5,72.4,30.5,Laurie Goodhart,United States,"$3,210",Sculptures
Together,20,62,14,Butrint Morina,Kosovo,"$3,770",Sculptures
Girl in The Mussel Shell,12.7,15.9,14,Elizabeth Hill,,"$1,800",Sculptures
Pipeline,26,45,36,Gareth Griffiths MRSS,United Kingdom,"$2,740",Sculptures
Park in autumn II,160,80,5,Ihor Soloviov,Poland,"$4,553",Sculptures
Zona-D 19,16,92,11,David Sànchez Leòn,Spain,$260,Sculptures
Coagulation 2-1,30,25,30,Yinan Chen,China,"$1,210",Sculptures
FUTILITY OF WAR  (TRIPTYCH),119.9,119.9,1.3,Mark Maxwell,United Kingdom,"$7,450",Sculptures
Upholding Veracity,20.3,91.4,19.1,Valerie Wilcox,United States,"$1,770",Sculptures
One Key Piano,100,150,200,Tom Badley,United Kingdom,"$2,150",Sculptures
'White Farfalle Sphere',30.5,30.5,30.5,Karl Geckler,United States,"$15,960",Sculptures
The Imagination,240,73,100,Ernesto Oñate Corbalán,Spain,"$5,678",Sculptures
Liberation Suit VI : Watch Closely for the Signs,76.2,193,38.1,Bert Gilbert Izzet Ers,United Kingdom,"$10,250",Sculptures
Bamboo,548.6,304.8,61,Shan Shan Sheng,United States,"$70,000",Sculptures
Stained Paper Wheel,40,40,2.5,Lizzy Knight,United Kingdom,"$1,930",Sculptures
Mask of wisdom,24,30,27,Doireau Eric,Spain,"$17,200",Sculptures
Untitled abstract composition (Limited Edition: 7 pieces),90,150,5,Gonzalo De Salas,Spain,"$5,445",Sculptures
DERRAME,95,108,8,Amelia Errazuriz T,Chile,"$3,600",Sculptures
Carrara Marble Wild Animal -  Horse,20,30,7,Jean-Michel Garino,France,$899,Sculptures
Libere speranze in volo,105,89,4,Marco Lombardi Marclò,Italy,"$4,850",Sculptures
Regalo,10,16,8,Jeronimo Mejia Torres,Colombia,$740,Sculptures
Borari,47,99,4,Adriano Zago,Brazil,$955,Sculptures
Untitled (geometric),25,95,25,Vangelis Ilias,Greece,"$3,650",Sculptures
boogie blue,121.9,203.2,99.1,christopher  hart chambers,United States,"$17,000",Sculptures
Nudos XX,38,78,33,Lito Barreiro,Spain,$890,Sculptures
Leap,120,71,3,Yoni Alter,United Kingdom,"$3,970",Sculptures
Vase VI,33,53.3,33,Ooh La Lūm,United States,$425,Sculptures
Torso Energetico VII,35.6,22.9,25.4,Markus Schlee,Germany,"$3,450",Sculptures
Measured,85.1,115.6,10.2,Kathryn Elliott,United States,"$4,250",Sculptures
Hokusai revisited,9.5,23.5,8.2,Alessandra Romani,Portugal,$468,Sculptures
Speckled Totem,12.2,16.3,5,Valentina Iannazzone,Italy,$320,Sculptures
Carmen no. 2,142,142,10,Racso Jugarap,Belgium,"$8,603",Sculptures
4 in a row 3 (wall sculpture),54,32,9,Frans Muhren,Netherlands,"$3,270",Sculptures
The Burden,38.1,25.4,12.7,Michael Engel,Canada,"$2,710",Sculptures
Rooftop Promises,33,73.7,17.8,Doug Cannell,United States,"$1,570",Sculptures
Shadow actor 3 - Bronze metal lace face sculpture - Philippe Buil,15,44,8,philippe BUIL,France,$690,Sculptures
