Name,Width,Height,Depth,Artist Name,Country,Price,Category
"Garage Door, Porta Genova, Milan",100,85,5,Richard Heeps,United Kingdom,"$1,090",Photographs
Late Swim. Les Fêtes Galantes de London Fields series - Limited Edition of 25,28.5,28.5,0.1,Etienne Clément,United Kingdom,$530,Photographs
"Time Lapse. West Village, NYC. (Aluminum Print)",88.9,69.8,1,Xan Padron,United States,"$2,590",Photographs
Levitation I - Limited Edition of 3,126,90,0.1,Erika Zolli,Italy,"$3,070",Photographs
Wild Leopard Appaloosa Tosses His Head - Limited Edition of 100,152.4,101.6,0.3,Carol Walker,United States,"$1,695",Photographs
Pink Gold - Limited Edition of 10,100,110,0.1,Mona Vayda,India,"$1,660",Photographs
American (West) Escape,50.8,40.6,0.3,Andree Ljutica,United States,"$1,080",Photographs
The Shallows (L) - Limited Edition of 25,80,120,0.1,Jochen van Dijk,Netherlands,$939,Photographs
West Texas Hills - Photo by Kirsten Holliday Photography - Limited Edition of 10,40.6,61,0.3,Kirsten Doering,United States,$930,Photographs
Waving - Streets - Limited Edition of 50,30,40,300,Kayya Hristova,Bulgaria,$700,Photographs
neighborhood - Limited Edition of 15,80,40,0.1,Kasia Derwinska,Spain,$970,Photographs
"Abandoned House on Lifts, Capulin Mountain, New Mexico, 2013 - Limited Edition of 10",68.6,45.7,0.3,Brian Edwards,United States,$545,Photographs
Black Sand Beach - Limited Edition of 50,120,80,0.1,Cristoforo Perrone,Spain,$599,Photographs
Landscape 2 - Limited Edition of 10,23.9,36.1,0.3,Ebby May,Germany,$460,Photographs
Winter Tracks - Limited Edition of 10,21,14.8,0.1,Alejandro Moreno Fuster,Spain,$200,Photographs
"GIRLS, THIS WAY with Custom Neon Yellow Acrylic Frame",67.3,92.7,8.3,Anna Church,Canada,"$2,510",Photographs
Scent of Brqo-pa 03012020 - Limited Edition 3 of 15,61,61,0.3,Ziesook You,United States,$655,Photographs
"Vision of Light ""CO Gruyère II"" Award Winning Photo - Limited Edition of 5",105,70,0.1,Serge Mion,Switzerland,$760,Photographs
Dinosaure in Landscape - Limited Edition of 20,60,40,0.1,Hélène Vallas Vincent,France,$520,Photographs
Big Sur Limited Edition of 25,121.9,96.5,1.3,Christine Flynn,Canada,"$1,730",Photographs
Northern Coyote - Limited Edition of 100,76.2,50.8,2.5,Nick Clements,Canada,"$2,010",Photographs
José Luis on the Beach of Maspalomas - Limited Edition of 10,59.4,42,0.1,Byunggyu Woo,Germany,$475,Photographs
Her - Limited Edition of 10,60,80,0.3,Felicia Simion,Romania,$480,Photographs
Inner Sea - Limited Edition of 10,114.3,76.2,0.3,David Baker,United Kingdom,"$1,580",Photographs
(MUSEUM EDITION) Wall of Nature XIII - Limited Edition of 3,105,158,0.1,Viet Ha Tran,Spain,"$7,050",Photographs
Awaken - Limited Edition of 10,91.4,91.4,0.3,Mallory Morrison,United States,"$2,570",Photographs
Deeply in love - Limited Edition of 20,50,50,0.3,Fares Micue,Spain,$640,Photographs
Two Swans - Limited Edition of 1,35.6,22.9,3.8,Kadie Salfi,United States,$880,Photographs
walking into the sea - Limited Edition of 25,50,50,1,Igor Vitomirov,Sweden,$570,Photographs
The night roper - Limited Edition of 25,91.4,61,0.3,Harry Kerker,United States,"$1,700",Photographs
Salute to the Sun - Limited Edition 1 of 5,100,100,3,Paul Brouns,Netherlands,"$3,470",Photographs
Westward II - Limited Edition 8 of 25,50.8,68.6,0.3,Michael Microulis,United States,"$1,550",Photographs
Blue Seascape#2 - Limited Edition 1 of 15,150,100,1,Igor Vitomirov,Sweden,"$1,040",Photographs
WISH / Limited Edition of 7,121.9,121.9,0.3,Ysabel LeMay,United States,"$8,800",Photographs
CameraSelfie #80 - Limited Edition 1 of 10,100,100,0.1,Flynn Newton,Germany,"$1,610",Photographs
Chairoplane II - Limited Edition 4 of 10,90,60,1,Rudi Sebastian,Germany,$380,Photographs
no news is good news - Limited Edition 1 of 20,40,40,0.1,Kasia Derwinska,Spain,$660,Photographs
Sea Guardian 1 (2016) - Limited Edition 12,112,112,0.2,Zena Holloway,United Kingdom,"$1,930",Photographs
Landscape and birds - Limited Edition 1 of 20,100,70,1,Igor Vitomirov,Sweden,"$1,040",Photographs
Skiers #6 - Limited Edition 1 of 7,80,60,1,Furio Torracchi,Germany,$990,Photographs
Abstract I - Limited Edition 1 of 3,198,198,4,Raúl Bartolomé,Spain,"$4,050",Photographs
BLUE WAVE  n°2  ed of 3 - Limited Edition 2 of 3,161.8,108,4.8,francesca rivetti,Italy,"$6,550",Photographs
A Winter's Day In Vilnius - Limited Edition 1 of 9,40.6,40.6,0.3,Paul J Bucknall,United Kingdom,$520,Photographs
Caronte.8 - Limited Edition 2 of 7,35,50,0.1,Raúl Bartolomé,Spain,$420,Photographs
the temple of the Hierophant - Limited Edition 1 of 20,40,40,1,Kasia Derwinska,Spain,$660,Photographs
Untitled - #264 - Limited Edition 2 of 30,60,60,1,Patrick Gonzales,France,$490,Photographs
The House #7,119.4,119.4,0.3,Ignas Maldus,Lithuania,"$5,450",Photographs
Magic No.23,119.4,119.4,0.3,Ignas Maldus,Lithuania,"$7,550",Photographs
Empress of China,61,76.2,0.3,Ransom and Mitchell,United States,"$2,960",Photographs
Hill Fire,76.2,61,0.3,Michael Northrup,United States,"$1,600",Photographs
Back to the future 35 - Limited Edition 1 of 10,50,50,0.1,Peter Franck,Germany,$580,Photographs
The Twins & the Green Car - 6 (large) - Limited Edition #3 of 8,110,90,0.1,Vikram Kushwah,United Kingdom,"$2,290",Photographs
Flavie #4,40,60,0.3,Fabien Alberto Leblanc,France,$490,Photographs
stones serie: abstract III,40,30,0.1,angelo dorigo,Italy,$999,Photographs
Vipassana - Limited Edition 4 of 50,70,70,0.1,Michał Karcz,Poland,$710,Photographs
MUSEUM EDITION 1/3: Take me to your dreams Ophelia IV (+ 2APs),180,120,0.1,Viet Ha Tran,Spain,"$16,000",Photographs
On The Road,70,50,1,Igor Vitomirov,Sweden,$610,Photographs
Redwoods II: Edition of 24,114.3,91.4,0.5,Shawna Ankenbrandt,United States,"$3,810",Photographs
Northsea [limited edition of 13] - currently 09 prints available -,40,60,0.1,Sandra Brill,Germany,$910,Photographs
water cube,50,50,0.1,Fabian Forban,Germany,"$1,520",Photographs
Star Gazing Lily,101.6,101.6,0.3,Javiera Estrada,United States,"$1,970",Photographs
BIG #2 - Limited Edition 2 of 8,60,80,1.5,Niels Schubert,Germany,"$1,060",Photographs
"Like a Cool Breeze (medium size, framed) - limited edition of 8",85,85,3.5,Paul Brouns,Netherlands,"$3,120",Photographs
Rider on a white horse,100,54,1.5,Juliane Spitta,Germany,"$1,040",Photographs
Wet collodion Collection - Edition 01/05,42,29.7,0.1,Matteo Chinellato,Italy,"$1,360",Photographs
Sea and Birds XX,70,50,1,Igor Vitomirov,Sweden,"$1,040",Photographs
The Party and the cat/Edition of 1/10 /Printed on archival material,48.3,33,0.3,Pedro Abreu,United States,$815,Photographs
"Reflection on Wet Pavement, Limited Edition",20.3,25.4,0.6,Larry Simon,United States,$335,Photographs
Venice Reflection #1 - Limited Edition 2 of 25,43.2,27.9,0.3,Karen Iglehart,United States,$420,Photographs
"SHY , limited 3 of 20",99.5,110,0.2,Bojan Jevtić,Serbia,"$1,370",Photographs
A Traveler's Dream Edition 2 of 10,80,56,2.5,Michael Vincent Manalo,Taiwan,"$1,360",Photographs
Belchertown Mental Hospital Home 2017,37.5,37.5,2.5,Spencer Kilgore,United States,"$2,170",Photographs
Oxana (Stage of Consciousness) - Limited Edition of 30,47,37.9,0.3,Stefanie Schneider,United States,$810,Photographs
WINTER - Limited Edition of 10,68.6,50.8,1.3,Haggai Ben-Yehuda,,"$1,195",Photographs
Moody White English Roses - Limited Edition of 15,50.8,50.8,0.3,marina de wit,New Zealand,$990,Photographs
Trees 2018 No.60 - Limited Edition of 3,40.6,40.6,0.3,Gary Horsfall,United States,$815,Photographs
Serie Objects + Color - Objects + Brown and Chair - Limited Edition of 1,50.8,50.8,0.3,Rachelmauricio Castro,Brazil,$480,Photographs
1st - Limited Edition of 6,120,80,0.2,Dimitri Bogachuk,Ukraine,"$3,770",Photographs
Botanica #53 - Limited Edition of 10,24,30,0.1,Ioan Pilat,Italy,$270,Photographs
The Ice Falls - Limited Edition of 3,121.9,81.3,0.3,Garret Suhrie,United States,"$2,170",Photographs
N1C - Limited Edition 3 of 10,58.9,84.1,0.3,Linda Chapman,United Kingdom,"$1,280",Photographs
HUMAN CROWD XIII - Limited Edition of 3,120,120,4,Sven Pfrommer,Germany,"$2,060",Photographs
Lake Misurina (Dolomites) - Limited Edition 1 of 20,114.3,76.2,0.3,Giuseppe Ruggiero,Italy,$860,Photographs
Bronte Beach Ants - Limited Edition of 35,152.4,106.7,2.5,Remy Gerega,Australia,"$1,450",Photographs
"Wonders of nature # 37 (The mask), 2018 - Limited Edition of 6",165,110,4,Cano Erhardt,,"$4,540",Photographs
forme di terra 3 - Limited Edition of 7,156,150,3,mario rossi,,"$4,950",Photographs
The Swimmer,91.4,91.4,0.1,Nadia Attura,United Kingdom,"$1,280",Photographs
Yacht - Limited Edition 1 of 3,150,98,0.2,Dimitri Bogachuk,Ukraine,"$6,550",Photographs
Haunted By The Past,40.6,50.8,0.3,Jonny Silver,Canada,$470,Photographs
Gladioli 01 - Limited Edition 1 of 10,40,60,0.1,Christine Goerner,Australia,$565,Photographs
Grampians Mountain Cloud #1 - Limited Edition 1 of 9,38,25,0.1,Damian Seagar,Australia,$380,Photographs
Maine Lighthouse - Limited Edition 1 of 100,40.6,40.6,0.3,Patricia Hussey,United States,$290,Photographs
Blue Swim - Limited Edition of 15,90,90,0.3,Nadia Attura,United Kingdom,"$1,040",Photographs
Shades of Black II (unframed) - Limited Edition 3 of 75,75,50,0.1,Jochen van Dijk,Netherlands,$709,Photographs
L. #2 - Limited Edition 3 of 25,32.9,48.3,0.1,Dana and Stephane Maitec,France,$910,Photographs
Hebridean Pastels,111.8,111.8,0.3,Lynne Douglas,United Kingdom,$980,Photographs
Swarm - Limited Edition #7 of 10,182.9,121.9,5.1,Jeremy McKane,United States,"$12,250",Photographs
Pelargonium Leaf no.2 - Limited Edition 2 of 100,35,35,0.1,Nihal GUNDUZ,Turkey,$800,Photographs
Blue Paradise - Limited Edition 1 of 30,50,50,0.1,Sofya Tatarinova,Austria,$370,Photographs
I Like Twister - Limited Edition 2 of 5,152.4,213.4,63.5,Javiera Estrada,United States,"$3,410",Photographs
LAST PIECE! Drowning in information - Large,80,100,0.2,Flora Borsi,Hungary,"$15,750",Photographs
Venice Beach II - Limited Edition 1 of 5,59,44,0.3,Stefanie Schneider,United States,"$1,080",Photographs
Lesotho,57,38,0.2,Glen Green,,$900,Photographs
Just a Dream - Limited Edition 2 of 30,50.8,76.2,0.8,Julia Lehman,United States,$665,Photographs
New Moon no.07 Limited Edition 2 of 5,139.9,93.5,0.3,David Lados,Hungary,"$2,010",Photographs
xtraterrestrial no. 1 - Limited Edition 1 of 6,101.6,76.2,5.1,lucas lai,United States,"$1,700",Photographs
Supersano - 1 of 12,50,70,1,Simone Massafra,Italy,$652,Photographs
El Mirage - Triptych,106.7,121.9,2,Olivier Pojzman,United States,"$2,990",Photographs
"Post Industrial Portraits 3, edition of 5",50,70,0.1,Sander Steins,Netherlands,$940,Photographs
Riding Time,60,50,1.5,Javier Molina Barrios,United Kingdom,"$1,140",Photographs
Expò mirrors 3,92,100,4,mario rossi,,"$3,150",Photographs
Clouds of Passion | Limited Edition 14 of 15,50.8,43.2,2.5,Alicia Savage,United States,"$1,600",Photographs
AIR / Limited Edition of 5,121.9,167.6,0.3,Ysabel LeMay,United States,"$9,600",Photographs
Stay- Limited Edition of 20,40.6,61,0.3,Mallory Morrison,United States,$980,Photographs
K29Y6-1,81.3,121.9,0.3,Doug McIntosh,United States,$815,Photographs
"Partnership, Limited Edition",50.8,50.8,0.6,Larry Simon,United States,$640,Photographs
Confettical  landscape # 23b-  Edition of 8,110,70,1,Yigal Pardo,Israel,"$2,150",Photographs
Reflections of the Future #03,40.6,61,2.5,Emma Litwa-Vulcu,United States,"$1,050",Photographs
If Your Birds Flies Away ?-limited 2 of 15,79.5,100,0.2,Bojan Jevtić,Serbia,"$1,088",Photographs
Blue Chair,91.4,203.2,3.8,Eric Demattos,,"$5,350",Photographs
"Sea and Fishes 1/1 ltd.ed.,  from Les Polynesiens",52.5,40,0.3,mara montanari,Italy,$630,Photographs
Nobody's Prey (Edition of 25),71.1,71.1,2.5,Trini Schultz,United States,$765,Photographs
"Distribution #1 bondi beach_australia-marettimo_italy, Edition 10/10",120,160,0.1,Eleonora Pecorella,Italy,"$2,710",Photographs
Boatswain,27.9,20.3,0.3,Duc Ly,United States,$235,Photographs
Miss Bouncy #14,50.8,76.2,0.3,Cody Choi,United Kingdom,$685,Photographs
Nothing Everything is Flowers,120,86,1,Diego Stamato,Brazil,"$2,399",Photographs
AQVA yellow stripes,50,75,0,Carla Sutera Sardo,Italy,$950,Photographs
The Old-Fashioned Street Photographer,90,60,0.1,Laurent Delhourme,France,"$1,430",Photographs
Sailboats and Umbrellas,76.2,101.6,3.8,Carlos Gamez De Francisco,United States,"$3,610",Photographs
"Fontelina I - Capri, Italy",162.6,121.9,0.3,Jin-Woo Prensena,United States,"$4,010",Photographs
After Hours (Format L) - Limited Edition of 77,70,105,0.1,Szymon Brodziak,Poland,"$1,500",Photographs
Male image,33,20.3,0.3,Diana Mara Henry,United States,"$3,210",Photographs
"Time Lapse. Waterfront, Santa Barbara, California - Limited Edition of 25",152.4,76.2,0.3,Xan Padron,United States,"$2,670",Photographs
High Tea for the Cherry Pickers,47.8,63,0.3,Liz Mares,United States,$875,Photographs
Resilience -Em #4 - Limited Edition of 50,76.2,50.8,0.3,Cody Choi,United Kingdom,$685,Photographs
Kat International art box limited,91,91,2.5,Jens Kohlen,Germany,"$1,160",Photographs
Motionless way of resistance - Limited Edition of 5,50,60,0.2,Eliza Tsitsimeaua-Badoiu,Romania,$430,Photographs
Thimothée's neck. Paris 2021 - Limited Edition of 8,50,70,0.1,Brice Hardelin,France,"$3,210",Photographs
MTP_100_06 (Format XXL) - Limited Edition of 35,150,225,0.1,Szymon Brodziak,Poland,"$3,750",Photographs
Bride of Spring - Limited Edition of 15,61,91.4,0.3,Ziesook You,United States,$695,Photographs
The Tallest Pine - Limited Edition of 3,22.9,48.3,0.3,Christine So,United States,$200,Photographs
Black Flowers - Limited Edition of 5,100,100,0.2,Patrizia Burra,Italy,"$1,660",Photographs
Water on Oil II - Limited Edition of 20,60,60,0.1,Ant Palmer,Germany,$579,Photographs
In the Eye of the Beholder (Laila) - Limited Edition of 20,50,50,2,Ernesto Romano,United Kingdom,$765,Photographs
"Foyer VII, Milan",61,75,0.1,Richard Heeps,United Kingdom,$795,Photographs
TOUCAN (SMALL) Limited Edition of 10,36,48,0.1,Miss Aniela,United Kingdom,$980,Photographs
LOW TIDE (MEDIUM) Limited Edition of 10,73,69,0.1,Miss Aniela,United Kingdom,"$3,300",Photographs
Glance,121.9,61,0.3,Bernard Werner,United States,$650,Photographs
"Fence, near Tumalo OR 2009 - Limited Edition of 10",38.1,25.4,0.3,James Weir,United States,$240,Photographs
Black Horse - Lapland- Limited Edition of 50,40,60,0.2,Francesco Bittichesu,United States,"$1,300",Photographs
1 - Limited Edition of 15,50.8,76.2,0.8,cueva wolf,Mexico,"$2,870",Photographs
Scent of Texas 05082021V - Limited Edition of 15,61,61,0.3,Ziesook You,United States,$655,Photographs
I Dreamed of Notre Dame Before the Flames (Framed in Shadow Box) - Limited Edition of 10,28.6,28.6,5.1,Diana Cheren Nygren,United States,$930,Photographs
Constantly Producing - Limited Edition of 1,53.3,71.1,0.3,Rachelmauricio Castro,Brazil,$580,Photographs
Unspoken Words - Limited Edition of 7,147,100,0.1,Martin Stranka,Czech Republic,"$9,900",Photographs
Paesaggio Ibleo - Limited Edition of 10,200,50,0.2,Carmelo Micieli,Italy,"$1,360",Photographs
Parakeets #1 - Limited Edition of 25,40.6,40.6,0.5,Chris Jelley,United Kingdom,$695,Photographs
Art Decó Café - Limited Signed Edition of 20,50,70,0.1,Tiago Franca,Spain,$360,Photographs
Ella - Limited Edition of 90,50.8,50.8,0.3,Nadia Attura,United Kingdom,$480,Photographs
Living Led by Love - Limited Edition of 10,76.2,55.9,0.3,Maari Christante,United States,"$2,587",Photographs
"""Change your mind"" (from Change Your Mind - Sharpe & Numan) - Limited Edition of 10",60,80,0.1,Bibi Elle,Italy,$580,Photographs
Suru 003 - Limited Edition of 100,40.6,40.6,2.5,Court Swartz,Canada,$420,Photographs
CHOLLA CACTUS GARDEN JOSHUA TREE NATIONAL PARK BLACK AND WHITE - Limited Edition of 55,45.7,30.5,0.3,Robert Wojtowicz,United States,$489,Photographs
Moondance no.4 - Fine Art Print - Limited Edition of 25,38.1,38.1,0.3,Raymond Bonavida,United States,$330,Photographs
We Are Fragments  (18x18) - Limited Edition of 175,45.7,45.7,0.3,Christie Stockstill,United States,$395,Photographs
Nude 455 - Limited Edition of 10,45,30,0.3,Ebby May,Germany,$560,Photographs
Werifestaria - Limited Edition of 25,33,55.9,1.3,Erika Masterson,United States,$760,Photographs
Swetlana 35 - Limited Edition of 10,30,45,0.3,Ebby May,Germany,$690,Photographs
Embrace the changes - Limited Edition of 20,59.9,70.1,0.3,Fares Micue,Spain,$750,Photographs
Homeric seascape - Limited Edition of 25,50,59.9,0.3,Carlos Canet Fortea,Spain,$860,Photographs
Scent of Broq-pa 08042020D - Limited Edition 3 of 15,61,61,0.3,Ziesook You,United States,$655,Photographs
Scent of Broq-pa 08042020D - Limited Edition 3 of 15,61,61,0.3,Ziesook You,United States,$655,Photographs
Scent of Broq-pa 07252020 - Limited Edition of 15,68.6,50.8,0.3,Ziesook You,United States,$650,Photographs
Sand & Water III - Limited Single Edition of 1,84.1,59.4,0.3,Keith Woodard,Ireland,"$2,710",Photographs
Dreaming a little Dream,150,107,0.1,Doina Domenica Cojocaru-Thanasiadis,United Kingdom,$810,Photographs
Sinking Life - Limited Edition of 12,50.8,50.8,0.3,Fabio Sozza,Italy,$530,Photographs
"Surfer 2 (Black’s Beach, Torrey Pines, CA) - Limited Edition of 10",101.6,76.2,0.3,Tommy Kwak,United States,"$1,440",Photographs
Marfa Neon Hotel Sign- Limited Edition of 10 Photograph by Kirsten Holliday Photography,61,40.6,0.3,Kirsten Doering,United States,"$1,080",Photographs
EMERSON A - Limited Edition of 12,121.9,121.9,3.8,Kent E Williams,United States,"$2,310",Photographs
The happiness source - Limited Edition 5 of 20,50,50,0.3,Fares Micue,Spain,$640,Photographs
East 41 - Limited Edition of 10,83.8,58.4,0.3,Linda Chapman,United Kingdom,$890,Photographs
White Roses - Limited Edition of 1,45.7,61,0.3,Buffy Davis,United States,$195,Photographs
"Cafe Table, New York - 24 x 36"" - Cassiopeia Series - Limited Edition of 20",61,91.4,0.3,Brooke T Ryan,United States,$649,Photographs
"Title - ""Soft Turbulence"" Limited Edition of 5",121.9,81.3,0.3,John McManus,United States,"$1,350",Photographs
Collage - Limited Edition of 10,80,80,0.1,Emilie Möri,France,$910,Photographs
Untitled - Limited Edition of 10,20.3,20.3,0.3,Louise Galea,United States,$370,Photographs
NOT ALONE Limited Edition 2 of 5,76.2,50.8,0.5,CHO ME,Singapore,"$3,270",Photographs
Layers - Limited Edition of 10,120,80,0.1,Luca Fontana,Italy,"$3,070",Photographs
Why? - Limited Edition of 5,100,75,2,Ivana Vostrakova,Czech Republic,"$2,490",Photographs
Flying high - #2 of 5+2,90,60,0.1,Charlotte Sverdrup,Norway,"$1,760",Photographs
Snoqualmie River 2017 #41 - Limited Edition of 2,61,40.6,0.3,Gary Horsfall,United States,$815,Photographs
Shelly Beach Reserve - Limited Edition of 3,114.3,76.2,0.3,Mauricio Bacchi,Australia,$770,Photographs
Cactus Dream - Limited Edition of 70,50.8,71.1,0.3,Nadia Attura,United Kingdom,$570,Photographs
Magic No.39 - Limited Edition of 10,125,125,0.2,Ignas Maldus,Lithuania,"$10,000",Photographs
The Lotus Woman - Limited Edition of 10,66,80,0.1,Viet Ha Tran,Spain,"$1,660",Photographs
White Horse - Limited Edition of 10,68.6,101.6,0.3,Eren Cevik,Turkey,$380,Photographs
Jelly Fish from the movie Stay - Limited Edition of 5,124.5,127,0.3,Stefanie Schneider,United States,"$5,450",Photographs
orchid | ˈôrkəd | - Limited Edition of 20,60,90,0.5,Richard Brocken,Netherlands,$760,Photographs
"Waiting for the train, 2014. Limited Edition of 6",165,110,4,Cano Erhardt,,"$4,540",Photographs
Mount Fuji from Lake Motosu - Limited Edition of 5,20.3,20.3,0.3,Francesco Libassi,Japan,$580,Photographs
Untitled - Limited Edition #1 of 15 (How Soon Is Now Series),63.5,87.6,0.3,Felicidad De Lucas,United States,"$1,850",Photographs
Fish XIV - Limited Edition of 15,70,100,0.1,Marlies Plank,Austria,"$1,660",Photographs
GLASS MEMORIES 5. Edicion limitada 1 de 7. Disponible en otros formatos.,120,77,0.1,Jesús Chamizo,Spain,"$2,820",Photographs
Earth Portrait 35 Kazakhstan - Limited Edition 1 of 9,100,173,5,Max Serradifalco,Italy,"$5,300",Photographs
Owens lake aerial - Limited Edition 1 of 3,150,100,1,Rudi Sebastian,Germany,"$1,560",Photographs
The Polychromatic - Limited Edition 1 of 1,55.9,76.2,0.3,Vanessa Endeley,United Kingdom,"$2,710",Photographs
Dancer: Juan #25 - Limited Edition 30 of 30,76.2,50.8,0.3,Cody Choi,United Kingdom,$760,Photographs
What Thou Lovest Well Remains,152.4,99.1,0.8,The CORVO BROTHERS,United States,"$5,550",Photographs
'The Concourse' - Limited Edition 1 of 25,91.4,60.9,0.3,John Crosley,United States,"$1,720",Photographs
FIORDO DI FURORE I - Limited Edition of 25,142.2,80,2.5,Jin-Woo Prensena,United States,"$2,960",Photographs
Mesmerized #7 - Limited Edition 1 of 100,121.9,40.6,2.5,John Stuart,United States,"$1,030",Photographs
library47 - art history - Limited Edition 2 of 5,50.8,53.3,2.5,Danae Falliers,United States,"$3,010",Photographs
SOUL PLACE - 02 - Limited Edition 1 of 10,105,140,0.2,Fabio Santagiuliana,,"$1,360",Photographs
Lisianthks Flower - Limited Edition 1 of 15,25.4,25.4,0.3,Patrick Chuprina,Canada,$520,Photographs
Strata - Size M - Limited Edition 3 of 10,43.5,65,0.1,Andrew Gurnett,United Kingdom,$740,Photographs
Gold Rush - Limited Edition 3 of 9,125,100,0.1,Art Zamur,Serbia,"$1,120",Photographs
Confettical landscape #  39 -  Edition of 6,170,111,0.3,Yigal Pardo,Israel,"$3,275",Photographs
misty young forest with triangle (I) - Limited Edition 1 of 20,40,40,0.1,Catalin Ilinca,Spain,$250,Photographs
Head first - Limited Edition 5 of 25,25.4,20.3,0.3,Louise O'Gorman,Ireland,$185,Photographs
"Motel Ceiling LA 30x40"" Edition 1/20 (2015)",101.6,76.2,0.3,ALAN POWDRILL,United Kingdom,$660,Photographs
Fall Serenity,25.4,20.3,0.3,David Lincoln,United States,$185,Photographs
Untitled - #229 - Limited Edition 1 of 30,60,60,1,Patrick Gonzales,France,$490,Photographs
The Feather 1 -Cyanotype- Limited Edition 3 of 5,31.9,46.4,0.1,Nihal GUNDUZ,Turkey,$995,Photographs
Flatiron Building in the Snowstorm - Limited Edition #11 of 30,152.4,101.6,7.6,michele palazzo,United States,"$4,550",Photographs
Inhale - Limited Edition of 5,152.4,101.6,0.3,Mallory Morrison,United States,"$3,710",Photographs
"""End Of Year One"" Limited Edition, hand signed framed print.",45.7,30.5,0,Simon Newbury,United Kingdom,"$1,090",Photographs
Before the Storm,63.5,55.6,0.8,alex dukay,Canada,$860,Photographs
Blue Nude N*7,21,29.5,0.3,salvo veneziano,Italy,$710,Photographs
Wild Horses of the Namib,1600,80,3,Jaqueline Briel,South Africa,"$3,875",Photographs
Untitled - Limited Edition,52,70,0.1,Nenad Bacanovic,Serbia,$570,Photographs
Serenity at Sea / # 1 of 15,65.5,43.2,0.3,David Mendelsohn,United States,"$1,055",Photographs
CameraSelfie #43 - Large Edition 1 of 10,100,100,0.1,Flynn Newton,Germany,"$1,610",Photographs
SK1 (Square) Beach - Limited Edition of 25,101.6,101.6,0.3,Dean West,United States,"$2,210",Photographs
Direction (Medium Size) - Limited Edition. Print 6 of 20,56,40,0.1,Tommy Ingberg,Sweden,$500,Photographs
Desert Scene I,50.8,76.2,0.3,Chaim Bezalel,United States,$880,Photographs
"Malibu, Limited Edition 3/5",40.6,61,0.3,Hal Brandes,,$490,Photographs
Factory,59,42,0.1,Ton van Velsen,Netherlands,$530,Photographs
pursuit for a dream,120,150,10,cornel gingarasu,,$460,Photographs
First Colony on the Moon - Limited edition 2 of 6,120,100,5,Alfonso Batalla,Spain,"$2,770",Photographs
The Frail Second 01,101.6,76.2,2.5,Htet T San,United States,"$2,170",Photographs
Picasso,81.3,73.7,0.3,Lindsay Robertson,United Kingdom,"$1,280",Photographs
The Crowning Heads Machine #4,79,111,0.1,Dana and Stephane Maitec,France,"$1,230",Photographs
L'espérance s'en va battant les murs Limited Edition of 10,47,62,0.1,Giulia Pesarin,Italy,$660,Photographs
Touching the Void (2008) - Limited Edition of 10 + 2APs,112,80,0.3,Zena Holloway,United Kingdom,"$1,680",Photographs
"BEAUTIFUL MONSTER (I). AP, LARGE EDITION. LAST AVAILABLE COPY",120,150,0.1,Paco Peregrín,Spain,"$13,000",Photographs
Drift Into the Unknown,76.2,76.2,0.3,Marisa S White,United States,"$2,420",Photographs
12,30,40,0.2,Nicolás Rivas,Germany,$430,Photographs
All Things Bright and Beautiful (large size),90,100,0.1,Vikram Kushwah,United Kingdom,"$2,290",Photographs
Untitled (space) #17,69.8,87.4,0.3,Jihyun Han,South Korea,$990,Photographs
Obsession 1,50,50,0.1,Dasha Pears,Finland,$978,Photographs
Land Observation,45.7,57.1,0.3,David Baker,United Kingdom,$565,Photographs
Various Textures (Canvas),70,100,0.1,Sergio Cerezer,Brazil,$760,Photographs
Maroon on Blue -- Boston -- HD Chromaluxe Sublimation Metal print,137.2,91.4,0.5,Shane Taremi,United States,"$3,410",Photographs
"Erquy, Bretagne",120,85,1,Dimitri Bogachuk,Ukraine,"$3,670",Photographs
We Opened Brisa’s Wardrobe and Found Gold (medium),74,90,0.1,Vikram Kushwah,United Kingdom,"$1,755",Photographs
Peace in the Forest,76.2,76.2,0.3,Lynne Douglas,United Kingdom,"$1,090",Photographs
Commuting in Brooklyn,61,40.6,0.3,LOLA AYODELE,United States,"$1,600",Photographs
JOHNNY CASH  Mugshot Criminal Record - Limited Edition of 10,100,70,3,Thomas Dellert-Dellacroix,Italy,"$4,070",Photographs
Monterey Corazón - Limited Edition of 25,81.3,81.3,5.1,Nadia Attura,United Kingdom,"$2,740",Photographs
"No. 155, Limited edition #1 of 3 - Limited Edition of 3",12.7,17.8,0.3,James Yoo,United States,$395,Photographs
Flourish - Limited Edition of 15,96.5,53.3,0.3,Sumit Mehndiratta,India,$530,Photographs
"Stream (Kirkjufell, Iceland) - Limited Edition of 10",101.6,135.3,0.3,Tommy Kwak,United States,"$2,560",Photographs
"No. 91, Limited edition #1 of 3 - Limited Edition of 3",12.7,12.7,0.3,James Yoo,United States,$395,Photographs
La Caleta (Format XL) - Limited Edition of 35,148,99,1,Szymon Brodziak,Poland,"$2,410",Photographs
Asana #04 (Format L) - Limited Edition of 77,70,105,1,Szymon Brodziak,Poland,"$1,500",Photographs
"Lone Pine, California",93,61,0.1,Richard Heeps,United Kingdom,$795,Photographs
Sun Worship - Limited Edition of 5,101.6,76.2,0.3,Brooke Wilen,United States,"$1,500",Photographs
RED & AMBER (SMALL) Limited Edition of 10,43,36,0.1,Miss Aniela,United Kingdom,$980,Photographs
